data:983.95,984.76,246.84,239.94
data:983.92,984.76,247.10,239.94
data:983.93,984.74,247.01,240.11
data:983.93,984.79,247.01,239.68
data:983.92,984.79,247.10,239.68
data:983.92,984.82,247.10,239.43
data:983.94,984.82,246.93,239.43
data:983.93,984.74,247.01,240.11
data:983.94,984.79,246.93,239.68
data:983.92,984.79,247.10,239.68
data:983.93,984.79,247.01,239.68
data:983.92,984.71,247.10,240.37
data:983.92,984.71,247.10,240.37
data:983.92,984.84,247.10,239.26
data:983.95,984.84,246.84,239.26
data:983.92,984.74,247.10,240.11
data:983.94,984.76,246.93,239.94
data:983.92,984.76,247.10,239.94
data:983.93,984.79,247.01,239.68
data:983.94,984.79,246.93,239.68
data:983.94,984.74,246.93,240.11
data:983.92,984.68,247.10,240.62
data:983.90,984.68,247.27,240.62
data:983.94,984.79,246.93,239.68
